name,address,type,opened,closed,borough,date approx.,latitude,longitude
Big Dish,"383 W 12th St, New York, NY 10014",restaurant,1980,1985,Manhattan,yes,40.737613856473,-74.008351398875
Big Wok,"753 Washington St, New York, NY 10014",restaurant,1980,1984,Manhattan,yes,40.736900790059,-74.008183584025
Black Sheep,"342 W 11th St, New York, NY 10014",restaurant,1980,1982,Manhattan,yes,40.735471564121,-74.008181595636
Blowfish,"551 Hudson Street, New York, NY 10014",restaurant,1980,1982,Manhattan,yes,40.735198210549,-74.0061335226
Blue Skies,"183 W 10th St, New York, NY 10014",restaurant,1980,1984,Manhattan,yes,40.734335252627,-74.002816053261
Chez Roman,"1406 3rd Ave, New York, NY 10075",restaurant,1980,1982,Manhattan,yes,40.774946318384,-73.956899387542
Clyde's,"340 Bleecker St, New York, NY 10014",restaurant,1980,1988,Manhattan,yes,40.733744596327,-74.004518516062
David's Pot Belly,"98 Christopher St, New York, NY 10014",restaurant,1980,1982,Manhattan,yes,40.733269398014,-74.004674091189
Duff's,"115 Christopher St, New York, NY 10014",restaurant,1980,1982,Manhattan,yes,40.733286681482,-74.005325307432
Four Eleven,"411 Bleecker St, New York, NY 10014",restaurant,1980,1982,Manhattan,yes,40.736075724638,-74.005082064447
Fulton's Sidewalk Café,"2061 Broadway, New York, NY 10023",restaurant/café,1980,1985,Manhattan,yes,40.778366528695,-73.98206771859
Jeffrey's,"228 W 10th St, New York, NY 10014",restaurant/cabaret,1980,1982,Manhattan,yes,40.733869454035,-74.005084373467
Pennyfeathers,"89 7th Ave, New York, NY 10011",restaurant,1980,1982,Manhattan,yes,40.739260718626,-73.999083620237
Pershing's,"234 Columbus Ave, New York, NY 10023",restaurant,1980,1985,Manhattan,yes,40.776604584573,-73.979463945981
Pigalle Pigalle,"1047 2nd Ave, New York, NY 10022",restaurant,1980,1982,Manhattan,yes,40.758147667368,-73.966219921177
Place Across the Street,"56 W 46th St, New York, NY 10036",restaurant,1980,1982,Manhattan,yes,40.756738467295,-73.980870237639
Prive,"1st Ave. & E 59th St, New York, NY 10022",restaurant,1980,1982,Manhattan,yes,40.759614732888,-73.961967062756
Solos,"248 E 52nd St, New York, NY 10022",restaurant/cabaret,1980,1982,Manhattan,yes,40.756563246862,-73.968784370395
Stormy Weather,"1574 2nd Ave, New York, NY 10028",restaurant,1980,1982,Manhattan,yes,40.775035405318,-73.953728892692
The Ballroom,"458 W Broadway, New York, NY 10012",restaurant,1980,1993,Manhattan,yes,40.725937928603,-74.00084844124
Trilogy,"135 Christopher St, New York, NY 10014",restaurant,1980,1988,Manhattan,yes,40.732995052654,-74.007054249804
Village Garden,"West 4th Street & Charles St, New York, NY 10014",restaurant,1980,1982,Manhattan,yes,40.734891739174,-74.003155551063
Village Green,"531 Hudson St, New York, NY 10014",restaurant,1980,1982,Manhattan,yes,40.73430773356,-74.006277193784
York's Restaurant,"710 2nd Ave, New York, NY 10016",restaurant,1980,1982,Manhattan,yes,40.747368138741,-73.973904129242
The River Club,"491 West St, New York, NY 10014",disco,1981,1985,Manhattan,no,40.738007292063,-74.009770465824
Chelsea Gym,"267 W 17th St, New York, NY 10011",gym,1982,1995,Manhattan,yes,40.741318314727,-74.000142241782
46th Street,"343 W 46th St, New York, NY 10036",restaurant/cabaret,1982,1983,Manhattan,yes,40.760461930361,-73.98935462203
Belvedere,"239 3rd Ave, New York, NY 10003",restaurant,1982,1983,Manhattan,yes,40.736776136295,-73.984556754816
Boodles,"1478 1st Ave., New York, NY 10075",restaurant,1982,1983,Manhattan,yes,40.770949175668,-73.953620073483
Cajun,"129 8th Ave, New York, NY 10011",restaurant,1982,1983,Manhattan,yes,40.74143837408,-74.001383348215
Chelsea Big Wok,"207 10th Ave, New York, NY 10011",restaurant,1982,1986,Manhattan,yes,40.747255886774,-74.00457105911
Don't Tell Mama,"343 W 46th St, New York, NY 10036",restaurant,1982,2025,Manhattan,no,40.760461930361,-73.98935462203
Heavenly Host,"463 Hudson St, New York, NY 10014",restaurant,1982,1983,Manhattan,yes,40.731576278395,-74.006715791403
Il Gamberetto,"555 3rd Ave, New York, NY 10016",restaurant/cabaret,1982,1983,Manhattan,yes,40.747418800564,-73.976800461268
Jason's Park Royal,"23 W 73rd St, New York, NY 10023",restaurant/cabaret,1982,1986,Manhattan,yes,40.777329682097,-73.976314253061
La Boutique Fantastique Café,"215 W 92nd St, New York, NY 10025",restaurant,1982,1983,Manhattan,yes,40.791736676522,-73.972637356812
La Cage Aux Folles,"334 E 73rd St, New York, NY 10021",restaurant/cabaret,1982,1983,Manhattan,yes,40.769079000442,-73.957066079612
Les Nuages,"1436 3rd Ave, New York, NY 10028",restaurant,1982,1983,Manhattan,yes,40.775856053525,-73.956232736497
Mickey's,"44 W 54th St, New York, NY 10019",restaurant/cabaret,1982,1983,Manhattan,yes,40.761584701618,-73.97682917834
Old Forge,"179 3rd Ave, New York, NY 10003",restaurant,1982,1983,Manhattan,yes,40.734967275026,-73.985874116699
Onstage,"349 W 46th St, New York, NY 10036",restaurant/cabaret,1982,1983,Manhattan,yes,40.760521062341,-73.989494444492
Patrick's,"142 W 10th St, New York, NY 10014",restaurant,1982,1983,Manhattan,yes,40.734474887409,-74.001055815178
Pete's Café,"135 8th Ave, New York, NY 10011",restaurant,1982,1983,Manhattan,yes,40.741542195922,-74.001308277038
Priory,"224 E 53rd St, New York, NY 10022",restaurant/cabaret,1982,1983,Manhattan,yes,40.757404220506,-73.968845972885
Rumbul's,"20 Christopher St, New York, NY 10014",restaurant,1982,1983,Manhattan,yes,40.733875503024,-74.000606643273
SOB's,"204 Varick St, New York, NY 10014",restaurant,1982,2025,Manhattan,no,40.72869598313,-74.005222246945
The East Five Three,"244 E 53rd St, New York, NY 10022",restaurant/cabaret,1982,1983,Manhattan,yes,40.757224492168,-73.968415661868
TJ's,"957 1st Ave., New York, NY 10022",restaurant/cabaret,1982,1983,Manhattan,yes,40.755557811767,-73.965013938065
Tyson's Restaurant,"756 9th Ave, New York, NY 10019",restaurant,1982,1983,Manhattan,yes,40.763940914964,-73.98852518179
Upstream,"150 E 39th St, New York, NY 10016",restaurant/cabaret,1982,1983,Manhattan,yes,40.749294495702,-73.977005161632
Van Buren,"349 W 46th St, New York, NY 10036",restaurant,1982,1983,Manhattan,yes,40.760521062341,-73.989494444492
Cubby hole,"281 W 12th St, New York, NY 10014",bar,1983,1990,Manhattan,no,40.737608384315,-74.003797147684
Browne and Ferri,"396 Van Duzer St, Staten Island, NY 10304",bar/restaurant,1983,1995,Staten Island,,40.628406398936,-74.08033401906
Northern Men's Sauna,"137-08 Northern Blvd, Flushing, NY 11354",baths,1983,1994,Queens,no,40.762845911859,-73.8315013586
A Different Light,"548 Hudson St, New York, NY 10014",bookstore,1983,2001,Manhattan,no,40.73497433265,-74.006016906526
Limelight,"47 W 20th St, New York, NY 10011",disco,1983,2007,Manhattan,no,40.740360389074,-73.992424532662
Crawfords,"957 1st Ave, New York, NY 10022",restaurant,1983,1984,Manhattan,yes,40.755557811767,-73.965013938065
Inner Circle,"13 Jane St, New York, NY 10014",restaurant/cabaret,1983,1984,Manhattan,yes,40.738192706977,-74.002785886244
Monster,"80 Grove St, New York, NY 10014",restaurant,1983,1998,Manhattan,yes,40.733295328932,-74.002609674134
Nightbird,"92 2nd Ave, New York, NY 10003",restaurant,1983,1984,Manhattan,yes,40.726960422461,-73.988775919096
Pharoah,"8 Christopher St, New York, NY 10014",restaurant,1983,1984,Manhattan,yes,40.733959107507,-74.000047049797
Scotts on Tenth,"130 10th Ave, New York, NY 10011",restaurant/cabaret,1983,1984,Manhattan,yes,40.744670111129,-74.00628375697
Silver lining,"349 W 46th St, New York, NY 10036",restaurant,1983,1988,Manhattan,yes,40.760521062341,-73.989494444492
Wine Press,"1160 1st Ave., New York, NY 10065",restaurant,1983,1984,Manhattan,yes,40.762464550411,-73.959808009926
Grove Café,"70 Grove St, New York, NY 10014",juice bar,1984,1989,Manhattan,yes,40.733241711447,-74.002772103574
Holland,"351 W 42nd St, New York, NY 10036",restaurant,1984,1985,Manhattan,yes,40.757980185134,-73.991417644024
Las Ventanas Restaurant,"329 Bleecker St, New York, NY 10014",restaurant,1984,1985,Manhattan,yes,40.733461618154,-74.004229312535
Mim's Restaurant,"8 Christopher St, New York, NY 10014",restaurant,1984,1985,Manhattan,yes,40.733959107507,-74.000047049797
Pete's Place,"317 E 5th St, New York, NY 10003",restaurant,1984,1987,Manhattan,yes,40.72665986985,-73.98851803877
Rogers Restaurant,"21 Greenwich Ave, New York, NY 10014",restaurant,1984,1985,Manhattan,yes,40.734610384385,-74.000016549302
Scaramouche Rest.,"157 Duane St, New York, NY 10013",restaurant,1984,1985,Manhattan,yes,40.716828807692,-74.00876833677
Van D's,"123 E 18th St, New York, NY 10003",restaurant,1984,1985,Manhattan,yes,40.736597028919,-73.987113293475
Waverly Waverly,"147 Waverly Pl, New York, NY 10014",restaurant,1984,1985,Manhattan,yes,40.733347009189,-74.000784148214
Love Boat,"7702 Broadway Elmhurst, NY 11373",bar,1985,1995,Queens,,40.745282236116,-73.888287060888
Chelsea Pines Inn,"317 W 14th St, New York, NY 10014",hotel,1985,2025,Manhattan,yes,40.739982103959,-74.002924577256
Colonial House Inn,"318 W 22nd St, New York, NY 10011",hotel,1985,2021,Manhattan,yes,40.744817151295,-73.999570671611
Grand Sea Palace,"346 W 46th St, New York, NY 10036",restaurant,1985,2007,Manhattan,no,40.760360839691,-73.989425920237
Katherine Restaurant,"183 W 10th St, New York, NY 10014",restaurant,1985,1987,Manhattan,yes,40.734335252627,-74.002816053261
Shescape,"41 E 58th St, New York, NY 10022",restaurant,1985,1988,Manhattan,yes,40.762732263878,-73.971160733657
Eighty Eight's,"228 W 10th St, New York, NY 10014",bar/restaurant,1988,1999,Manhattan,,40.733869454035,-74.005084373467
Chez Michallet,"90 Bedford St, New York, NY 10014",restaurant,1988,2005,Manhattan,yes,40.732162784221,-74.005213160971
Dutchess II,"70 Grove St, New York, NY 10014",bar,1989,1990,Manhattan,yes,40.733241711447,-74.002772103574
Friend's Tavern,"78-11 Roosevelt Ave, Jackson Heights, NY 11372",bar,1989,2025,queens,,40.747320544005,-73.887500403115
Judith's Room,"681 Washington St, New York, NY 10014",bookstore,1989,1995,Manhattan,yes,40.73402964171,-74.00842231205
The Townhouse Restaurant,"206 E 58th St, New York, NY 10022",restaurant,1989,2025,Manhattan,no,40.760796358175,-73.966884653256
Bar Room 432,"432 W 14th St, New York, NY 10014",bar,1990,1996,Manhattan,no,40.741448039971,-74.006709317067
Bum Bum Bar,"63-14 Roosevelt Ave, Flushing, NY 11377",bar,1990,2019,Queens,no,40.745792788077,-73.900882537068
Grove Club,"70 Grove St, New York, NY 10014",bar,1990,1991,Manhattan,no,40.733241711447,-74.002772103574
Henrietta Hudson,"438-444 Hudson St, New York, NY 10014",bar,1991,2025,Manhattan,no,40.730858078911,-74.006676793373
Pandora's Box,"70 Grove St, New York, NY 10014",bar,1992,1992,Manhattan,,40.733241711447,-74.002772103574
Café con Leche,"124 W 43rd St, New York, NY 10036",club,1993,1996,Manhattan,yes,40.755743878173,-73.984315327077
Cubbyhole,"281 W 12th St, New York, NY 10014",bar,1994,2025,Manhattan,no,40.737608384315,-74.003797147684
Tiffany II Restaurant,"222 West 4th Street, New York, NY 10014",restaurant,1995,1998,Manhattan,yes,40.734052345606,-74.0029843492
Meow Mix,"269 E Houston St, New York, NY 10002",club,1996,2004,Manhattan,,40.721659188172,-73.984636678134
Club Impressions,"1558 3rd Ave, New York, NY 10128",after-hours private club,NA,NA,Manhattan,,40.7798384058,-73.953330315748
The Turn-Over,"105 W 13th St, New York, NY 10011",bar,NA,NA,Manhattan,,40.736893298019,-73.997719969812
Uno's Café,"1051 Allerton Ave. Bronx, NY 10469",bar,NA,NA,Bronx,,40.865537536323,-73.857655934123
Gypsy's,"1065 1st Ave., New York, NY 10022",bar,NA,NA,Manhattan,,40.75906267298,-73.962459815371
Taggariss House,"108 E 41st St, New York, NY 10168",bar,NA,NA,Manhattan,,40.75064824198,-73.976384723657
Jack of Diamonds,"1085 2nd Ave, New York, NY 10022",bar,NA,NA,Manhattan,,40.759514246978,-73.96522956503
Union Club,"110 E 14th St, New York, NY 10003",bar,NA,NA,Manhattan,,40.73396987587,-73.988942966528
Turn Table,"114 W 45th St, New York, NY 10036",bar,NA,NA,Manhattan,,40.756911570288,-73.983201691261
John's Joynt,"1154 1st Ave., New York, NY 10065",bar,NA,NA,Manhattan,,40.762269258825,-73.959950940722
Night Wing,"118 Greenwich Ave, New York, NY 10011",bar,NA,NA,Manhattan,,40.738674247727,-74.002270076417
Piper's Lounge,"1201 Lexington Ave, New York, NY 10028",bar,NA,NA,Manhattan,,40.776527176364,-73.957664900755
GoldDiggers,"1234 2nd Ave, New York, NY 10065",bar,NA,NA,Manhattan,,40.763954356335,-73.961821107153
Midtown 43,"127 West 43rd St, New York, NY 10036",bar,NA,NA,Manhattan,,40.755864640096,-73.98429089383
Hollywood!,"128 W 45th St, New York, NY 10036",bar,NA,NA,Manhattan,,40.757074609661,-73.983588449984
Angora Bar,"129 8th Ave, New York, NY 10011",bar,NA,NA,Manhattan,,40.74143837408,-74.001383348215
Kathy's,"130-06 Atlantic Ave South Richmond Hill, NY 11419",bar,NA,NA,Queens,,40.695795291795,-73.818729780955
The Square Lemon,"135-06 Northern Blvd Flushing, NY 11354",bar,NA,NA,Queens,,40.76262648096,-73.832995440364
Outcast,"1382 2nd Ave, New York, NY 10021",bar,NA,NA,Manhattan,,40.768614677247,-73.958414170555
Village Stix,"139 Christopher St, New York, NY 10014",bar,NA,NA,Manhattan,,40.732943694179,-74.007331138994
Rocco's,"139 E 34th St, New York, NY 10016",bar,NA,NA,Manhattan,,40.746386253891004,-73.979529343413
17th St Saloon,"143 8th Ave, New York, NY 10011",bar,NA,NA,Manhattan,,40.741746616441,-74.001160079422
The Cabaret,"1436 3rd Ave, New York, NY 10028",bar,NA,NA,Manhattan,,40.775856053525,-73.956232736497
Pegasus,"145 E 23rd St, New York, NY 10010",bar,NA,NA,Manhattan,,40.739271665038,-73.984032858265
Razzle Dazzle,"1485 3rd Ave, New York, NY 10028",bar,NA,NA,Manhattan,,40.777573054177,-73.954811654962
Fiddle Stix,"1487 1st Ave, New York, NY 10075",bar,NA,NA,Manhattan,,40.771407467331,-73.953457557341
New Deal,"152 Spring St, New York, NY 10012",bar,NA,NA,Manhattan,,40.724290758776,-74.001531626264
Last Resort,"153 1st Ave, New York, NY 10003",bar,NA,NA,Manhattan,,40.728481372013,-73.984754252183
Alibi,"1544 2nd Ave, New York, NY 10028",bar,NA,NA,Manhattan,,40.774222527385,-73.954322696825
New Jimmy's Supper Club,"1576 3rd Ave, New York, NY 10128",bar,NA,NA,Manhattan,,40.780468405459,-73.952871316631
Bull in the Bush,"1638 2nd Ave, New York, NY 10028",bar,NA,NA,Manhattan,,40.777113701018,-73.952209216869
Candle II,"168 Amsterdam Ave, New York, NY 10023",bar,NA,NA,Manhattan,,40.775982954888,-73.983646344102
96 West,"168 W 96th St, New York, NY 10025",bar,NA,NA,Manhattan,,40.793382085922,-73.968931340382
Lodge East,"1683 1st Ave, New York, NY 10128",bar,NA,NA,Manhattan,,40.777833291383,-73.948762341782
Britt Top,"1716 2nd Ave, New York, NY 10128",bar,NA,NA,Manhattan,,40.779833506352,-73.950231873255
Chaps,"176 E 87th St, New York, NY 10028",bar,NA,NA,Manhattan,,40.779735567725,-73.95421646487
Tempust Fugit,"178 2nd Ave, New York, NY 10003",bar,NA,NA,Manhattan,,40.730539734083,-73.986173601355
Squires: Nook,"18 E 13th St, New York, NY 10003",bar,NA,NA,Manhattan,,40.734959764818,-73.993434355356
Charade,"1800 2nd Ave, New York, NY 10128",bar,NA,NA,Manhattan,,40.782334897454,-73.948400137826
Sugar's,"183 W 10th St, New York, NY 10014",bar,NA,NA,Manhattan,,40.734335252627,-74.002816053261
Monte Casino,"185 Montague St Brooklyn, NY 11201",bar,NA,NA,Brooklyn,,40.69427635293,-73.992206120993
Howie's Hide-A-Way,"185 W 10th St, New York, NY 10014",bar,NA,NA,Manhattan,,40.734327804873,-74.002864091279
Seesaw,"185 W 10th St, New York, NY 10014",bar,NA,NA,Manhattan,,40.734327804873,-74.002864091279
La Bamba,"192 2nd Ave, New York, NY 10003",bar,NA,NA,Manhattan,,40.731044351304,-73.985804376236
Pelican Club,"200 W 70th St, New York, NY 10023",bar,NA,NA,Manhattan,,40.777276645586,-73.982684123755
My Sister's Place,"2056 Broadway, New York, NY 10023",bar,NA,NA,Manhattan,,40.777687864551,-73.981966706295
Maneuvers,"208 W 23rd St, New York, NY 10011",bar,NA,NA,Manhattan,,40.744169774169,-73.995968885131
Nightingale,"213 2nd Ave, New York, NY 10003",bar,NA,NA,Manhattan,,40.731811690954,-73.985418927928
Ronnie's Roost,"2130 Broadway, New York, NY 10023",bar,NA,NA,Manhattan,,40.780746271684,-73.981312681662
Lighthouse,"2160 Broadway, New York, NY 10023",bar,NA,NA,Manhattan,,40.781794884237,-73.980972109618
Westsider Bar,"2160 Broadway, New York, NY 10023",bar,NA,NA,Manhattan,,40.781794884237,-73.980972109618
Speakeasy,"2160 Broadway, New York, NY 10023",bar,NA,NA,Manhattan,,40.781794884237,-73.980972109618
Penny Lane,"220 W 49th St, New York, NY 10019",bar,NA,NA,Manhattan,,40.760894116014,-73.984899833259007
Chez Bippy,"2207 Boller Ave, Bronx, NY 10475",bar,NA,NA,Bronx,,40.860352430698,-73.824710335235
Willie's West Side,"224 W 82nd St, New York, NY 10024",bar,NA,NA,Manhattan,,40.785390243834,-73.977756294829
Top of the Pits,"230 W 74th St, New York, NY 10023",bar,NA,NA,Manhattan,,40.780551797487,-73.982322755601
O'Neill's Backyard,"231 W 48th St, New York, NY 10036",bar,NA,NA,Manhattan,,40.760435386961,-73.985442694293
Pipeline,"232 8th Ave, New York, NY 10011",bar,NA,NA,Manhattan,,40.744494099987,-73.998982567421
Billy's Chelsea Bar,"232 8th Ave, New York, NY 10011",bar,NA,NA,Manhattan,,40.744494099987,-73.998982567421
The Barn,"232 Park Ave S, New York, NY 10003",bar,NA,NA,Manhattan,,40.737713020017,-73.988259704932
Summer Stock,"232 Park Ave S, New York, NY 10003",bar,NA,NA,Manhattan,,40.737713020017,-73.988259704932
Ginger Bread,"232 Park Ave S, New York, NY 10003",bar,NA,NA,Manhattan,,40.737713020017,-73.988259704932
Trix,"234 W 50th St, New York, NY 10019",bar,NA,NA,Manhattan,,40.76167089281,-73.984792797266
Daddy's,"238 3rd Ave, New York, NY 10003",bar,NA,NA,Manhattan,,40.737048486805,-73.984527856745
Dallas,"243 E 53rd St, New York, NY 10022",bar,NA,NA,Manhattan,,40.757342811988,-73.968385646504
Le Bar,"243 E 53rd St, New York, NY 10022",bar,NA,NA,Manhattan,,40.757342811988,-73.968385646504
The Garden Club,"244 E 51st St, New York, NY 10022",bar,NA,NA,Manhattan,,40.755974555667,-73.969334565823
TR's,"248 E 52nd St, New York, NY 10022",bar,NA,NA,Manhattan,,40.756563246862,-73.968784370395
Oh Johnny,"248 W 14th St, New York, NY 10011",bar,NA,NA,Manhattan,,40.739090816032,-74.001114054611
Sombrero,"253-32 Northern Blvd Flushing, NY 11362",bar,NA,NA,Queens,,40.771405248335,-73.734779475406
Judy's,"255 West 43rd St, New York, NY 10036",bar,NA,NA,Manhattan,,40.757414527995,-73.987977150502
Shadows,"255 West 43rd St, New York, NY 10036",bar,NA,NA,Manhattan,,40.757414527995,-73.987977150502
Something Special,"262 W 46th St, New York, NY 10036",bar,NA,NA,Manhattan,,40.759330672564,-73.986989933993
Dirty Edna's,"264 W 46th St, New York, NY 10036",bar,NA,NA,Manhattan,,40.75935212033,-73.987040414699
Mothers,"267 W 23rd St, New York, NY 10011",bar,NA,NA,Manhattan,,40.744942551277,-73.99750018167
Mona's Royal Roost,"28 Cornelia St, New York, NY 10014",bar,NA,NA,Manhattan,,40.731541655941,-74.001646859862
12th Night,"281 W 12th St, New York, NY 10014",bar,NA,NA,Manhattan,,40.737608384315,-74.003797147684
4/12 Bar,"281 W 12th St, New York, NY 10014",bar,NA,NA,Manhattan,,40.737608384315,-74.003797147684
The Big Dish,"283 W 12th St, New York, NY 10014",bar,NA,NA,Manhattan,,40.737604034369,-74.003942167894
Centre Bar,"29 St Marks Pl, New York, NY 10003",bar,NA,NA,Manhattan,,40.728871279796,-73.988166149916
Fireside,"30-5 Astoria Blvd Astoria, NY 11102",bar,NA,NA,Queens,,40.770327930689,-73.918867306721
Bleeker Street,"302 Bleecker St, New York, NY 10014",bar,NA,NA,Manhattan,,40.732594777207,-74.003860674456
Jaspers,"305 Columbus Ave, New York, NY 10023",bar,NA,NA,Manhattan,,40.778870923013,-73.977641000215
The Lib,"305 E 45th St, New York, NY 10017",bar,NA,NA,Manhattan,,40.751724688257,-73.970590411972
Candle Bar,"309 10th Ave, New York, NY 10001",bar,NA,NA,Manhattan,,40.750733718092,-74.00203863169
Godmother,"309 E 60th St, New York, NY 10022",bar,NA,NA,Manhattan,,40.761022135125,-73.96320274475
The New Camp,"311 E 60th St, New York, NY 10022",bar,NA,NA,Manhattan,,40.760997434271,-73.963141764531
Mark East,"313 E 46th St, New York, NY 10017",bar,NA,NA,Manhattan,,40.752312640662,-73.970032616358
Three,"314 E 72nd St, New York, NY 10021",bar,NA,NA,Manhattan,,40.768591039755,-73.958014762478
Peeches Three,"314 E 72nd St, New York, NY 10021",bar,NA,NA,Manhattan,,40.768591039755,-73.958014762478
Paisleys,"320 E 79th St, New York, NY 10075",bar,NA,NA,Manhattan,,40.772904084844,-73.954190672324
Bucks,"324 Amsterdam Ave, New York, NY 10023",bar,NA,NA,Manhattan,,40.780797100063,-73.980122755982
Sugarman,"350 E 81st St, New York, NY 10028",bar,NA,NA,Manhattan,,40.774094557574,-73.952922593049
Joe Allen's,"352 W 46th St, New York, NY 10036",bar,NA,NA,Manhattan,,40.760424639985,-73.989576781315
GH Club,"353 E 53rd St, New York, NY 10022",bar,NA,NA,Manhattan,,40.756277660908,-73.965862641721
Brothers And Sisters,"355 W 46th St, New York, NY 10036",bar,NA,NA,Manhattan,,40.760580194321,-73.989634266954
Chairman,"360 Lexington Ave, New York, NY 10017",bar,NA,NA,Manhattan,,40.750324197919,-73.976951242248
Three Jolly Pigeons,"37-21 Greenpoint Ave Queens, NY 11101",bar,NA,NA,Queens,,40.737955019197,-73.929026858244
Bullet Bar,"372 W 11th St, New York, NY 10014",bar,NA,NA,Manhattan,,40.735343741366,-74.009168475532
Alex in Wonderland,"40 10th Ave, New York, NY 10014",bar,NA,NA,Manhattan,,40.741703684012,-74.008449111129
The Ginza,"40 E 58th St, New York, NY 10022",bar,NA,NA,Manhattan,,40.762809767948,-73.971658257762
The Stable,"400 W 14th St, New York, NY 10014",bar,NA,NA,Manhattan,,40.740926418159,-74.005467857445
Monte's of Henry Street,"404 Henry St Brooklyn, NY 11201",bar,NA,NA,Brooklyn,,40.687319668339,-73.997969502717
Huey's on Hudson,"432 Hudson St, New York, NY 10014",bar,NA,NA,Manhattan,,40.730692715075,-74.006704698527
Round-Up,"438 Hudson St, New York, NY 10014",bar,NA,NA,Manhattan,,40.730775396993,-74.00669074595
Finale,"48 Barrow St, New York, NY 10014",bar,NA,NA,Manhattan,,40.732114484526,-74.004441818545
Danny's Bar In The Hideaway Motel,"500 W 14th St, New York, NY 10014",bar,NA,NA,Manhattan,,40.742124683424,-74.008307821975
Meat Rack,"500 W 14th St, New York, NY 10014",bar,NA,NA,Manhattan,,40.742124683424,-74.008307821975
Ariel,"53 W 19th St, New York, NY 10011",bar,NA,NA,Manhattan,,40.739855177278,-73.99304093507
The Wine Cellar,"531 Hudson St, New York, NY 10014",bar,NA,NA,Manhattan,,40.73430773356,-74.006277193784
Frizby's,"531 Hudson St, New York, NY 10014",bar,NA,NA,Manhattan,,40.73430773356,-74.006277193784
Tracks,"531 W 19th St, New York, NY 10011",bar,NA,NA,Manhattan,,40.745555335775,-74.006567747003
Jonnathans,"547 2nd Ave, New York, NY 10016",bar,NA,NA,Manhattan,,40.742451436097,-73.97761145819
Loading Zone,"568 9th Ave, New York, NY 10036",bar,NA,NA,Manhattan,,40.758117014876,-73.992772487732
Leo's Lion,"57 Lexington Ave, New York, NY 10016",bar,NA,NA,Manhattan,,40.740651922861,-73.983822621342
Roadhouse,"570 Hudson St, New York, NY 10014",bar,NA,NA,Manhattan,,40.73567369321,-74.005909069965
Janice's Fish Place,"570 Hudson St, New York, NY 10014",bar,NA,NA,Manhattan,,40.73567369321,-74.005909069965
Siro's,"58 E 53rd St, New York, NY 10022",bar,NA,NA,Manhattan,,40.759383641342,-73.973538713607
The Copabanana,"59 Lexington Ave, New York, NY 10016",bar,NA,NA,Manhattan,,40.740708800109,-73.983780799837
60-05 Club,"60-5 Metropolitan Ave Ridgewood, NY 11385",bar,NA,NA,Queens,,40.712930967152,-73.90526438616
Zips,"636 Hudson St, New York, NY 10014",bar,NA,NA,Manhattan,,40.738618003656,-74.005440221039
J's,"675 Hudson St, New York, NY 10014",bar,NA,NA,Manhattan,,40.740447188347,-74.005300611685
Fountain Blue,"69-05 Queens Blvd Woodside, NY 11377",bar,NA,NA,Queens,,40.740486959323,-73.895706308464
Dutchess Inn,"70 Grove St, New York, NY 10014",bar,NA,NA,Manhattan,,40.733241711447,-74.002772103574
Sammy's Folly,"73 5th Ave, New York, NY 10003",bar,NA,NA,Manhattan,,40.736714034908,-73.993017744726
Phoenix,"73 8th Ave, New York, NY 10014",bar,NA,NA,Manhattan,,40.739534953185,-74.002770615958
The Octagon,"73-13 37th Rd Jackson Heights, NY 11372",bar,NA,NA,Queens,,40.747208290088,-73.892255194279
What A Dump,"76-07 Roosevelt Ave Jackson Heights, NY 11372",bar,NA,NA,Queens,,40.747110681152,-73.889460745354
"Manhattan, A Bar","76-13 Roosevelt Ave Jackson Heights, NY 11372",bar,NA,NA,Queens,,40.747115264146,-73.889415373701
8 Christopher St. Tavern,"8 Christopher St, New York, NY 10014",bar,NA,NA,Manhattan,,40.733959107507,-74.000047049797
Gracie's Mansion,"80 Clark Street Brooklyn, NY 11201",bar,NA,NA,Brooklyn,,40.697425739847,-73.993117942865
Gas Station,"80 Grove St, New York, NY 10014",bar,NA,NA,Manhattan,,40.733295328932,-74.002609674134
Freidas Hideaway,"81-36 Baxter Ave Elmhurst, NY 11373",bar,NA,NA,Queens,,40.74609327214,-73.883546748572
Tradition,"82 83rd St Brooklyn, NY 11209",bar,NA,NA,Brooklyn,,40.62762838526,-74.038560014031
Outside Inn,"82-20 Baxter Ave Elmhurst, NY 11373",bar,NA,NA,Brooklyn,,40.746551904849,-73.88322941447
La Femme,"85 Washington Pl, New York, NY 10011",bar,NA,NA,Manhattan,,40.732139350763,-74.000015485563
Top Banana,"858 9th Ave, New York, NY 10019",bar,NA,NA,Manhattan,,40.767024587096,-73.986278109981
Sticky Fingers,"87 Christopher St, New York, NY 10014",bar,NA,NA,Manhattan,,40.73351422888,-74.003836056459
Come On,"8813 Foster Ave Brooklyn, NY 11236",bar,NA,NA,Brooklyn,,40.644293516335,-73.912797920812
Knight Deposit,"938 Amsterdam Ave, New York, NY 10025",bar,NA,NA,Manhattan,,40.800568884008,-73.965702178388
Sapphire Bar,"957 1st Ave., New York, NY 10022",bar,NA,NA,Manhattan,,40.755557811767,-73.965013938065
Fabric Factory,"200 W 40th St, New York, NY 10018",bar,NA,NA,Manhattan,,40.754723831914,-73.987994540042
Grapevine,"161 W 47th St, New York, NY 10036",bar/cabaret,NA,NA,Manhattan,,40.758793042074,-73.9834838835
Rant,"115 Christopher St, New York, NY 10014",bar/club,NA,NA,Manhattan,,40.733286681482,-74.005325307432
